year,month,day,amplitude,phase,RMM1,RMM2
1974,6,1,2.02948,5,1.63447,1.20304
1974,6,2,1.89729,5,1.60289,1.01512
1974,6,3,1.86476,5,1.51625,1.08551
1974,6,4,1.83092,5,1.50981,1.03573
1974,6,5,2.0332601,5,1.55906,1.30518
1974,6,6,2.0269001,6,1.20626,1.62889
1974,6,7,1.82767,6,0.61110097,1.7224801
1974,6,8,1.8078901,6,0.326395,1.77818
1974,6,9,1.36018,6,9.38E-02,1.35694
1974,6,10,0.78024399,7,-8.61E-02,0.77547598
1974,6,11,0.405148,6,0.111394,0.389534
1974,6,12,0.121286,5,0.120489,1.39E-02
1974,6,13,0.218519,3,1.93E-02,-0.21766999
1974,6,14,0.395082,2,-0.10436,-0.38104999
1974,6,15,0.670775,2,-0.18294001,-0.64534998
1974,6,16,0.52686501,2,-0.23596001,-0.47106999
1974,6,17,0.697402,1,-0.49869001,-0.48752001
1974,6,18,0.67613399,1,-0.56980002,-0.36398
1974,6,19,0.78070498,1,-0.69502997,-0.35556999
1974,6,20,0.87101501,1,-0.72915,-0.47646001
1974,6,21,1.37523,1,-1.09443,-0.83275002
1974,6,22,1.3820601,1,-1.09851,-0.83867002
1974,6,23,1.17594,1,-1.06244,-0.50405002
1974,6,24,0.94265801,1,-0.88507003,-0.32444
1974,6,25,0.83530402,1,-0.76582003,-0.33355001
1974,6,26,0.93160701,1,-0.83446997,-0.41418001
1974,6,27,0.87841302,1,-0.80129999,-0.35989001
1974,6,28,0.63824999,1,-0.56441998,-0.29798999
1974,6,29,0.41344199,2,-9.70E-02,-0.40189001
1974,6,30,0.244017,3,9.15E-03,-0.24384999
1974,7,1,0.27472401,5,0.26054999,8.71E-02
1974,7,2,0.352501,5,0.26702401,0.23012
1974,7,3,0.52566898,6,0.355582,0.387155
1974,7,4,0.94582099,5,0.844383,0.42613801
1974,7,5,1.19004,5,1.1206599,0.40039399
1974,7,6,1.23006,5,1.07635,0.59540701
1974,7,7,1.191,6,0.81290197,0.870444
1974,7,8,1.17076,6,0.431732,1.08825
1974,7,9,1.1733299,6,8.10E-02,1.17053
1974,7,10,1.13609,7,-0.12074,1.12966
1974,7,11,1.03679,7,-0.27891999,0.99857098
1974,7,12,0.71643502,7,-0.13957,0.70270902
1974,7,13,0.45137301,7,-0.20472001,0.40228
1974,7,14,0.22811399,8,-0.19937,0.110841
1974,7,15,0.162691,2,-9.53E-02,-0.13186
1974,7,16,0.33138201,2,-0.10831,-0.31318
1974,7,17,0.50318003,2,-5.67E-03,-0.50314999
1974,7,18,0.48316699,3,0.17968801,-0.44850999
1974,7,19,0.55981499,3,0.285321,-0.48164999
1974,7,20,0.96085697,3,0.33098501,-0.90205002
1974,7,21,1.34219,3,0.364833,-1.29166
1974,7,22,1.25858,3,0.34641901,-1.20997
1974,7,23,1.11869,3,0.39280599,-1.04746
1974,7,24,0.98516703,3,0.44716999,-0.87783003
1974,7,25,0.95091301,3,0.45279199,-0.83618999
1974,7,26,0.98141599,3,0.556867,-0.80813003
1974,7,27,0.95257097,4,0.73983401,-0.60003
1974,7,28,0.78726202,4,0.66544199,-0.42067999
1974,7,29,0.79650301,4,0.78544903,-0.13224
1974,7,30,1.1377,5,1.13624,5.75E-02
1974,7,31,1.41652,5,1.2519799,0.66262197
1974,8,1,1.62585,5,1.30887,0.96449101
1974,8,2,1.84513,5,1.33118,1.27768
1974,8,3,1.93527,6,1.33971,1.39658
1974,8,4,2.0284901,6,1.24842,1.59883
1974,8,5,1.86884,6,0.83587003,1.6715
1974,8,6,1.8205301,6,0.53584999,1.73989
1974,8,7,1.77856,6,0.123568,1.77426
1974,8,8,1.7367001,7,-0.14636999,1.73052
1974,8,9,1.45134,7,-0.20364,1.43698
1974,8,10,1.30731,6,0.217168,1.28915
1974,8,11,1.1893899,6,0.69975901,0.96175498
1974,8,12,1.2492,5,1.0636899,0.65503901
1974,8,13,1.30002,5,1.20518,0.48745301
1974,8,14,1.3704799,5,1.27891,0.49253401
1974,8,15,1.52645,5,1.44282,0.49833199
1974,8,16,1.4938101,5,1.48221,0.185792
1974,8,17,1.13237,5,1.13067,6.19E-02
1974,8,18,0.81199199,4,0.78694302,-0.20013
1974,8,19,0.53886199,4,0.432825,-0.32099
1974,8,20,0.35841301,4,0.29646799,-0.20141
1974,8,21,0.40070099,4,0.358073,-0.17985
1974,8,22,8.27E-02,1,-7.70E-02,-3.03E-02
1974,8,23,0.44964299,8,-0.44893,2.54E-02
1974,8,24,0.60282803,1,-0.60205001,-3.06E-02
1974,8,25,0.659073,8,-0.65280002,9.07E-02
1974,8,26,0.44441399,8,-0.41896999,0.148205
1974,8,27,0.33583999,1,-0.32314,-9.15E-02
1974,8,28,0.38325301,1,-0.29387,-0.24602
1974,8,29,0.47227401,1,-0.43109,-0.19288
1974,8,30,0.47503099,1,-0.43665001,-0.18707
1974,8,31,0.62401599,1,-0.55282998,-0.28942999
1974,9,1,0.80994099,1,-0.74307001,-0.32225999
1974,9,2,0.83363903,1,-0.75700998,-0.34913
1974,9,3,0.97522098,1,-0.85425001,-0.47042999
1974,9,4,1.10489,1,-0.94621998,-0.57047999
1974,9,5,1.21766,1,-0.95005,-0.76164001
1974,9,6,1.53587,2,-0.96430999,-1.19541
1974,9,7,1.70636,2,-0.82861,-1.49167
1974,9,8,1.52284,2,-0.80839998,-1.29056
1974,9,9,1.27185,2,-0.65211999,-1.0919501
1974,9,10,1.1807899,2,-0.41312999,-1.1061701
1974,9,11,1.16572,2,-0.56989002,-1.01692
1974,9,12,1.05687,2,-0.72498,-0.76901001
1974,9,13,0.94363898,1,-0.84693003,-0.41613999
1974,9,14,0.89880598,1,-0.87629998,-0.19989
1974,9,15,0.85077298,1,-0.80839998,-0.26515001
1974,9,16,0.89147198,1,-0.78055,-0.43065
1974,9,17,1.1726201,1,-1.06102,-0.49926001
1974,9,18,1.2481,1,-1.1999,-0.34349999
1974,9,19,1.2016799,1,-1.12629,-0.41894001
1974,9,20,0.93952203,1,-0.84605998,-0.40851
1974,9,21,0.98325902,1,-0.81788999,-0.54575998
1974,9,22,0.92444402,1,-0.67409998,-0.63260001
1974,9,23,0.81173003,1,-0.62136,-0.52231997
1974,9,24,0.581496,2,-0.38978001,-0.43151999
1974,9,25,0.52981597,1,-0.3881,-0.36067
1974,9,26,0.374062,1,-0.29288,-0.23269001
1974,9,27,0.22497,2,-6.47E-02,-0.21548
1974,9,28,0.40114099,3,8.21E-02,-0.39265001
1974,9,29,0.80975801,3,0.35314399,-0.72869998
1974,9,30,1.0454,3,0.55558002,-0.88555002
1974,10,1,1.07833,3,0.57893199,-0.90973997
1974,10,2,1.21628,3,0.75894701,-0.95043999
1974,10,3,1.06812,4,0.896649,-0.58042002
1974,10,4,0.776501,4,0.673576,-0.38633001
1974,10,5,0.64083397,4,0.63213599,-0.10522
1974,10,6,0.54852003,5,0.51666898,0.184193
1974,10,7,0.956662,5,0.83917898,0.45932499
1974,10,8,1.09771,5,1.0339299,0.36872
1974,10,9,1.28746,5,1.26917,0.216249
1974,10,10,1.52659,5,1.51384,0.19686399
1974,10,11,1.64218,5,1.6412899,5.41E-02
1974,10,12,1.58697,4,1.58476,-8.36E-02
1974,10,13,1.47674,4,1.4619499,-0.20847
1974,10,14,1.26411,4,1.24914,-0.19396999
1974,10,15,1.06163,4,1.03918,-0.21719
1974,10,16,1.06695,4,1.06576,-5.05E-02
1974,10,17,1.19104,5,1.17822,0.174274
1974,10,18,1.26583,5,1.20346,0.392461
1974,10,19,1.3560801,5,1.24572,0.535869
1974,10,20,1.43345,5,1.28298,0.63932902
1974,10,21,1.4773099,5,1.284,0.73060203
1974,10,22,1.40479,5,1.16142,0.790281
1974,10,23,1.11277,5,0.90081602,0.65329099
1974,10,24,0.69498903,6,0.462304,0.51892698
1974,10,25,0.56861198,6,8.08E-02,0.56284499
1974,10,26,0.33825999,7,-0.1288,0.312778
1974,10,27,0.215793,1,-0.17058,-0.13217001
1974,10,28,0.42251199,2,-6.46E-02,-0.41755
1974,10,29,0.23669299,3,1.51E-02,-0.23621
1974,10,30,0.238581,4,0.23195,-5.59E-02
1974,10,31,0.50576901,5,0.50510299,2.59E-02
1974,11,1,0.55622399,5,0.52768499,0.175881
1974,11,2,0.54531503,6,0.32781199,0.43578401
1974,11,3,0.76624799,6,0.29864299,0.70565403
1974,11,4,0.71541703,6,0.45745999,0.55004698
1974,11,5,0.67317098,6,0.45928001,0.49216101
1974,11,6,0.63625801,5,0.45422301,0.44554001
1974,11,7,0.87914503,5,0.66380101,0.57642299
1974,11,8,0.59460199,6,0.39278501,0.44639799
1974,11,9,0.75746202,6,0.246518,0.71622503
1974,11,10,0.81616002,7,-0.14855,0.80252701
1974,11,11,1.03237,7,-0.67469001,0.781394
1974,11,12,1.13396,8,-0.86119998,0.73770899
1974,11,13,1.0803,8,-0.77442998,0.75320601
1974,11,14,0.88387102,7,-0.57187998,0.67392802
1974,11,15,0.59842998,8,-0.48440999,0.351381
1974,11,16,0.56900799,8,-0.49529999,0.28007999
1974,11,17,0.738204,7,-0.47929001,0.56144702
1974,11,18,0.87763798,7,-0.39283001,0.78481299
1974,11,19,0.93506002,7,-0.39276999,0.848571
1974,11,20,0.95415699,7,-0.32886001,0.89569402
1974,11,21,0.77457702,7,-0.17398,0.754785
1974,11,22,0.71544302,6,0.312823,0.64342803
1974,11,23,1.06136,5,0.86278498,0.61813802
1974,11,24,0.94495499,5,0.85349798,0.40556401
1974,11,25,1.04439,5,0.97087502,0.384895
1974,11,26,1.05443,5,0.81264198,0.67188501
1974,11,27,1.0973901,6,0.70419902,0.84164298
1974,11,28,1.06217,6,0.43421799,0.96935701
1974,11,29,1.03605,6,2.04E-02,1.03585
1974,11,30,1.18011,7,-0.30756,1.13932
1974,12,1,1.21053,7,-0.72601998,0.96864402
1974,12,2,1.23162,7,-0.85040998,0.89089
1974,12,3,1.19312,8,-0.95915997,0.70959902
1974,12,4,0.90682203,8,-0.88388002,0.202692
1974,12,5,0.74945199,1,-0.67119002,-0.33344001
1974,12,6,0.75307298,2,-0.40798,-0.63299
1974,12,7,0.48096901,2,-9.82E-02,-0.47084001
1974,12,8,0.27077401,1,-0.19568001,-0.18716
1974,12,9,5.91E-02,1,-4.77E-02,-3.50E-02
1974,12,10,9.17E-02,4,9.10E-02,-1.15E-02
1974,12,11,0.34075901,5,0.28041801,0.19360299
1974,12,12,0.42592001,7,-8.62E-02,0.41711101
1974,12,13,0.52921301,7,-0.24369,0.46977001
1974,12,14,0.349069,8,-0.28283,0.204587
1974,12,15,0.53232503,8,-0.3937,0.35828501
1974,12,16,0.825827,7,-0.57059002,0.59700698
1974,12,17,0.84890199,7,-0.48232999,0.69856101
1974,12,18,0.80272198,7,-0.36357,0.71566701
1974,12,19,0.83973598,7,-0.50213999,0.67306399
1974,12,20,1.19928,8,-0.94752997,0.73516202
1974,12,21,1.35984,8,-1.26679,0.49437299
1974,12,22,1.54825,8,-1.49286,0.410409
1974,12,23,1.43045,1,-1.41895,-0.18106
1974,12,24,1.48227,1,-1.4376301,-0.36104
1974,12,25,1.45786,1,-1.35058,-0.54887998
1974,12,26,1.38512,1,-1.08541,-0.86048001
1974,12,27,1.25029,2,-0.72742999,-1.0168999
1974,12,28,0.88183898,2,-0.49579999,-0.72926003
1974,12,29,0.59562302,2,-0.26330999,-0.53425997
1974,12,30,0.723001,3,7.71E-02,-0.71886998
1974,12,31,1.0874799,3,0.18778899,-1.0711401
1975,1,1,1.08041,3,0.349933,-1.0221699
1975,1,2,1.28301,3,0.40193501,-1.21842
1975,1,3,1.20068,3,0.54532498,-1.0697
1975,1,4,1.08583,3,0.240114,-1.0589401
1975,1,5,1.03538,3,0.210399,-1.01378
1975,1,6,1.20982,3,0.42651001,-1.13214
1975,1,7,1.4134099,3,0.86389297,-1.11867
1975,1,8,1.2915699,4,1.09816,-0.67984998
1975,1,9,1.4114701,4,1.39965,-0.18226001
1975,1,10,1.38245,5,1.38129,5.68E-02
1975,1,11,1.44001,5,1.42846,0.182018
1975,1,12,1.28441,5,1.19234,0.47753599
1975,1,13,0.99962503,6,0.704045,0.70962799
1975,1,14,1.30165,6,0.49998,1.20179
1975,1,15,1.4340301,6,0.24922401,1.41221
1975,1,16,1.71368,7,-0.21245,1.70046
1975,1,17,1.84589,7,-0.65570003,1.72551
1975,1,18,1.87236,7,-1.0711,1.53573
1975,1,19,1.92233,8,-1.5177799,1.17969
1975,1,20,2.3299201,8,-1.97859,1.23032
1975,1,21,2.25787,8,-2.0882001,0.85870099
1975,1,22,2.07481,8,-1.9653701,0.66494399
1975,1,23,2.0172,8,-1.9603,0.47571099
1975,1,24,1.85129,8,-1.8009599,0.42873499
1975,1,25,2.0887699,8,-2.0430901,0.43445101
1975,1,26,2.0220001,8,-1.92614,0.615197
1975,1,27,1.97426,8,-1.776,0.86228597
1975,1,28,2.1944799,8,-1.8505501,1.17949
1975,1,29,2.20579,8,-2.0741899,0.75050199
1975,1,30,2.3891399,8,-2.3092201,0.61277997
1975,1,31,2.1688299,8,-2.155,0.24450999
1975,2,1,2.0262799,1,-2.0206599,-0.1508
1975,2,2,1.86331,1,-1.78478,-0.53523999
1975,2,3,1.9778399,1,-1.67861,-1.04601
1975,2,4,2.09181,2,-1.45917,-1.4988199
1975,2,5,2.0204301,2,-1.25,-1.58734
1975,2,6,2.0820301,2,-1.1558,-1.73176
1975,2,7,2.30288,2,-0.92308998,-2.1097701
1975,2,8,2.0584099,2,-0.30785999,-2.03526
1975,2,9,1.68644,3,0.317404,-1.65631
1975,2,10,1.60948,3,0.79782802,-1.39782
1975,2,11,1.39229,4,1.06186,-0.90051001
1975,2,12,1.43625,4,1.3392,-0.51899999
1975,2,13,1.30168,4,1.30162,-1.31E-02
1975,2,14,1.32438,5,1.28277,0.329366
1975,2,15,1.3860101,5,1.08165,0.866642
1975,2,16,1.26878,6,0.75317901,1.02104
1975,2,17,0.964746,6,0.20764901,0.94213402
1975,2,18,1.12375,7,-0.44931,1.03002
1975,2,19,1.2239,7,-0.82283002,0.906021
1975,2,20,1.15514,8,-1.02951,0.52389401
1975,2,21,1.22851,8,-1.16531,0.38895699
1975,2,22,1.1071,1,-1.1001,-0.12433
1975,2,23,1.38544,1,-1.38481,-4.17E-02
1975,2,24,1.51463,1,-1.51317,-6.65E-02
1975,2,25,1.38721,1,-1.35691,-0.28832999
1975,2,26,1.06133,1,-0.87691998,-0.59785002
1975,2,27,1.21595,2,-0.70519,-0.99058002
1975,2,28,1.2566299,2,-0.54053998,-1.1344301
1975,3,1,1.25243,2,-0.35677001,-1.2005399
1975,3,2,1.20137,2,-7.55E-02,-1.199
1975,3,3,1.2922,2,-6.70E-02,-1.29046
1975,3,4,1.48993,2,-0.43504,-1.425
1975,3,5,1.44166,2,-0.44707,-1.37059
1975,3,6,1.49447,2,-5.64E-02,-1.49341
1975,3,7,1.61371,3,0.34938201,-1.57543
1975,3,8,1.62138,3,0.22672901,-1.60545
1975,3,9,1.37708,3,0.287541,-1.34672
1975,3,10,1.21821,3,0.42356899,-1.1422
1975,3,11,1.39472,3,0.41606101,-1.33121
1975,3,12,1.56314,3,0.45040801,-1.49685
1975,3,13,1.62262,3,0.426135,-1.56566
1975,3,14,1.79417,3,0.61128998,-1.68682
1975,3,15,2.1589799,3,0.96258801,-1.93252
1975,3,16,2.34442,3,1.0669301,-2.08757
1975,3,17,2.16905,3,1.28534,-1.74719
1975,3,18,1.71803,3,1.1344301,-1.29023
1975,3,19,1.4336801,4,1.07235,-0.95157999
1975,3,20,1.56362,4,1.4071,-0.68189001
1975,3,21,1.7260799,4,1.5728101,-0.71108001
1975,3,22,1.6137,4,1.5787899,-0.33386001
1975,3,23,1.53088,5,1.49852,0.31308901
1975,3,24,1.56809,5,1.42146,0.662099
1975,3,25,1.6229,5,1.32772,0.93325299
1975,3,26,1.32092,6,0.91228598,0.95528197
1975,3,27,0.76327097,6,0.19299001,0.738469
1975,3,28,0.81650299,7,-0.25271001,0.776411
1975,3,29,1.08201,7,-0.33397999,1.02918
1975,3,30,1.34071,7,-0.46474999,1.25758
1975,3,31,1.68409,7,-0.70596999,1.52897
1975,4,1,1.7524199,7,-0.81059003,1.5536799
1975,4,2,1.4683,7,-0.85487998,1.1937701
1975,4,3,1.32392,8,-1.0080301,0.85826802
1975,4,4,1.6078,8,-1.36239,0.85376298
1975,4,5,1.4950401,8,-1.3323801,0.678155
1975,4,6,1.26779,8,-1.21341,0.36733899
1975,4,7,1.26613,1,-1.2643501,-6.72E-02
1975,4,8,1.20099,1,-1.09815,-0.48627001
1975,4,9,1.45289,2,-0.84250998,-1.18366
1975,4,10,1.60309,2,-0.66240001,-1.4598401
1975,4,11,1.68135,2,-0.65794998,-1.5472701
1975,4,12,2.1075799,2,-0.58406001,-2.0250399
1975,4,13,2.3873301,2,-0.31641001,-2.3662701
1975,4,14,2.6919301,2,-3.39E-02,-2.69172
1975,4,15,2.83811,3,0.27016899,-2.8252299
1975,4,16,2.56229,3,0.67006302,-2.47312
1975,4,17,2.53351,3,1.33311,-2.1544099
1975,4,18,2.50807,4,1.88192,-1.65794
1975,4,19,2.3682401,4,2.0578001,-1.1721801
1975,4,20,2.2986,4,2.17908,-0.73154998
1975,4,21,2.2335,4,2.22366,-0.20938
1975,4,22,2.26531,5,2.24403,0.30976799
1975,4,23,2.07883,5,1.88205,0.88283801
1975,4,24,1.86462,5,1.54311,1.04672
1975,4,25,1.38392,5,1.10077,0.83877403
1975,4,26,0.97702098,6,0.46127799,0.861274
1975,4,27,0.92611498,7,-5.07E-02,0.92472798
1975,4,28,0.89604902,7,-0.31604999,0.838462
1975,4,29,0.70409697,7,-0.49182999,0.503842
1975,4,30,0.47687301,8,-0.44264001,0.177417
1975,5,1,0.52218503,1,-0.51411003,-9.15E-02
1975,5,2,0.61557102,1,-0.44068,-0.4298
1975,5,3,0.81402397,2,-0.50384003,-0.63936001
1975,5,4,0.89831799,2,-0.27851,-0.85404998
1975,5,5,1.02291,2,-0.34733,-0.96214002
1975,5,6,1.17273,2,-0.38306999,-1.1084
1975,5,7,1.07757,2,-0.14167,-1.06822
1975,5,8,0.58375001,2,-6.28E-02,-0.58036
1975,5,9,0.52238601,2,-0.19451,-0.48482001
1975,5,10,0.36407,2,-2.20E-02,-0.36340001
1975,5,11,0.396101,2,-8.19E-02,-0.38753
1975,5,12,0.52660602,2,-0.14179,-0.50716001
1975,5,13,0.42621601,2,-3.00E-02,-0.42515999
1975,5,14,0.16751499,3,8.26E-02,-0.14576
1975,5,15,0.37086701,3,0.24927001,-0.2746
1975,5,16,0.42936301,3,0.29898801,-0.30814999
1975,5,17,0.12633701,3,2.55E-02,-0.12373
1975,5,18,0.109823,1,-7.89E-02,-7.64E-02
1975,5,19,0.250139,1,-0.22872999,-0.10125
1975,5,20,0.66217798,1,-0.54890001,-0.37039
1975,5,21,0.884332,1,-0.79933,-0.37832001
1975,5,22,0.88911802,1,-0.74673003,-0.48262
1975,5,23,0.92626798,2,-0.60698998,-0.69967002
1975,5,24,1.19328,2,-0.55742002,-1.0550801
1975,5,25,1.34413,2,-0.66338003,-1.1690201
1975,5,26,1.13125,2,-0.52266997,-1.00327
1975,5,27,0.61475903,2,-0.33289,-0.51683003
1975,5,28,0.587354,1,-0.41749999,-0.41312999
1975,5,29,0.559457,1,-0.52021998,-0.20582999
1975,5,30,0.51591998,8,-0.51056999,7.41E-02
1975,5,31,0.67770702,8,-0.67028999,0.100024
1975,6,1,0.80642998,8,-0.80637997,8.94E-03
1975,6,2,1.2266999,1,-1.19013,-0.29730999
1975,6,3,1.3728499,1,-1.11652,-0.79881001
1975,6,4,1.39226,2,-0.73707998,-1.1811399
1975,6,5,1.24809,2,-0.18460999,-1.23436
1975,6,6,1.0073,3,5.29E-02,-1.00591
1975,6,7,0.91917503,3,0.261154,-0.88129997
1975,6,8,0.67956603,3,0.307477,-0.60602999
1975,6,9,0.88132697,3,0.56679201,-0.6749
1975,6,10,0.81251001,4,0.69480902,-0.42120001
1975,6,11,0.71414101,4,0.68821299,-0.19068
1975,6,12,0.48905799,4,0.48801801,-3.19E-02
1975,6,13,0.43558601,4,0.42914101,-7.47E-02
1975,6,14,0.61865902,4,0.61851501,-1.34E-02
1975,6,15,0.79877198,4,0.798733,-7.93E-03
1975,6,16,1.01633,4,1.00658,-0.14038
1975,6,17,1.28611,4,1.28269,-9.37E-02
1975,6,18,1.74752,4,1.74599,-7.33E-02
1975,6,19,2.14955,5,2.12992,0.28983599
1975,6,20,2.1400399,5,2.0276899,0.68429101
1975,6,21,2.02882,5,1.85167,0.82911599
1975,6,22,1.8735501,5,1.40116,1.24376
1975,6,23,2.1087101,6,1.4060301,1.57154
1975,6,24,2.5429499,6,1.75611,1.83921
1975,6,25,2.1325099,5,1.54757,1.46718
1975,6,26,1.65162,6,0.935049,1.3614399
1975,6,27,1.48261,6,9.25E-02,1.47972
1975,6,28,1.8033299,7,-0.63529003,1.6877199
1975,6,29,2.0546801,7,-1.09272,1.74002
1975,6,30,2.1808801,7,-1.5203201,1.5635999
1975,7,1,2.4175301,8,-2.0174501,1.3320301
1975,7,2,2.4784,8,-2.1535499,1.22666
1975,7,3,2.2541699,8,-1.99859,1.04255
1975,7,4,2.0460601,8,-1.84791,0.87839299
1975,7,5,2.05829,8,-1.95389,0.647205
1975,7,6,2.10901,8,-2.08283,0.33127001
1975,7,7,2.0090499,8,-2.00646,0.102029
1975,7,8,1.77126,1,-1.73432,-0.35984999
1975,7,9,1.67405,1,-1.53166,-0.67561001
1975,7,10,1.59197,1,-1.38563,-0.78382999
1975,7,11,1.47208,1,-1.25065,-0.77647001
1975,7,12,1.29198,2,-0.78517997,-1.02601
1975,7,13,1.19113,2,-0.65886998,-0.99229997
1975,7,14,1.29263,2,-0.62594002,-1.13098
1975,7,15,1.09085,2,-0.43362999,-1.00096
1975,7,16,1.1193399,2,-0.37011001,-1.05638
1975,7,17,1.28236,2,-0.39247999,-1.22082
1975,7,18,1.23502,2,-0.41145,-1.1644599
1975,7,19,1.4789,2,-0.69316,-1.3063999
1975,7,20,1.64588,2,-0.76493001,-1.45733
1975,7,21,1.86625,2,-0.92690003,-1.6198
1975,7,22,2.1578901,2,-1.13311,-1.83645
1975,7,23,2.0803299,2,-0.78798997,-1.92532
1975,7,24,2.08617,2,-0.48097,-2.0299699
1975,7,25,1.97596,2,-0.29714999,-1.95349
1975,7,26,1.6175801,3,0.238271,-1.5999399
1975,7,27,1.29959,3,0.76883799,-1.04778
1975,7,28,1.47281,4,1.34141,-0.6081
1975,7,29,1.4621201,5,1.4621,7.49E-03
1975,7,30,1.34885,5,1.2004,0.61517
1975,7,31,1.53588,5,1.28146,0.84662902
1975,8,1,1.46358,5,1.18786,0.85501301
1975,8,2,1.53336,5,1.20161,0.95252699
1975,8,3,1.69295,5,1.31287,1.06884
1975,8,4,1.59007,5,1.32197,0.883582
1975,8,5,1.25354,5,1.11472,0.57337201
1975,8,6,1.11704,5,0.94682002,0.59270698
1975,8,7,1.2180001,5,1.0578901,0.603652
1975,8,8,1.2733999,5,1.18582,0.46408001
1975,8,9,1.29309,5,1.28302,0.16100501
1975,8,10,1.14849,5,1.1214401,0.24779999
1975,8,11,1.21114,5,1.19119,0.218953
1975,8,12,1.23441,5,1.21657,0.209135
1975,8,13,1.19507,5,1.1927,7.53E-02
1975,8,14,1.1652499,4,1.16442,-4.40E-02
1975,8,15,1.06706,4,1.06581,-5.17E-02
1975,8,16,1.05272,4,1.04685,-0.11103
1975,8,17,1.00458,4,0.98735303,-0.18522
1975,8,18,0.71043599,4,0.70672101,-7.26E-02
1975,8,19,0.478632,4,0.47037899,-8.85E-02
1975,8,20,0.43367901,5,0.42615101,8.05E-02
1975,8,21,0.44631001,6,0.293791,0.335976
1975,8,22,0.259781,6,0.13897701,0.21947999
1975,8,23,0.249605,8,-0.24641,3.98E-02
1975,8,24,0.57025301,1,-0.54826999,-0.15681
1975,8,25,0.91301799,1,-0.6857,-0.60284001
1975,8,26,1.12138,2,-0.78421998,-0.80154997
1975,8,27,1.34468,2,-0.8204,-1.06541
1975,8,28,1.5028501,2,-0.69913,-1.33032
1975,8,29,1.54536,2,-0.44659999,-1.4794199
1975,8,30,1.43344,2,-0.11191,-1.42906
1975,8,31,1.30819,2,-3.83E-02,-1.3076299
1975,9,1,1.15825,3,0.15729401,-1.1475199
1975,9,2,1.08017,3,0.31295201,-1.0338399
1975,9,3,0.95886397,3,0.39542401,-0.87352997
1975,9,4,0.85027802,3,0.53515702,-0.66074002
1975,9,5,0.79015303,3,0.41101101,-0.67483997
1975,9,6,0.59328997,3,0.249047,-0.53849
1975,9,7,0.43441501,3,6.48E-02,-0.42954999
1975,9,8,0.37315401,2,-0.1191,-0.35363999
1975,9,9,0.38951999,2,-0.22301,-0.31935999
1975,9,10,0.36457399,2,-0.24255,-0.27217999
1975,9,11,0.25547701,1,-0.18986,-0.17094
1975,9,12,0.34598199,1,-0.25933999,-0.22901
1975,9,13,0.47532099,1,-0.45098001,-0.15015
1975,9,14,0.40755299,1,-0.40375999,-5.55E-02
1975,9,15,0.73765498,1,-0.73727,-2.40E-02
1975,9,16,0.94900298,1,-0.93804002,-0.14386
1975,9,17,0.93671501,1,-0.92918998,-0.11848
1975,9,18,0.65272701,8,-0.64793998,7.90E-02
1975,9,19,0.728091,8,-0.72182,9.54E-02
1975,9,20,0.46239501,1,-0.45488,-8.30E-02
1975,9,21,0.70986301,1,-0.67761999,-0.21152
1975,9,22,0.735129,1,-0.59302002,-0.43443999
1975,9,23,0.83639699,2,-0.42561001,-0.72000998
1975,9,24,1.1442699,2,-0.26789001,-1.11247
1975,9,25,1.2143199,2,-0.25953001,-1.18626
1975,9,26,1.1331199,3,5.86E-02,-1.1316
1975,9,27,1.14048,3,0.51949698,-1.01529
1975,9,28,1.21617,4,1.00016,-0.69191998
1975,9,29,1.20453,4,1.17216,-0.27735999
1975,9,30,1.46251,5,1.45992,8.69E-02
1975,10,1,1.52772,5,1.4677,0.42400399
1975,10,2,1.82981,5,1.6512901,0.78831798
1975,10,3,1.9469,5,1.70139,0.946401
1975,10,4,1.86053,5,1.72147,0.705787
1975,10,5,1.54124,5,1.44047,0.54813701
1975,10,6,1.30379,5,1.11522,0.675376
1975,10,7,1.12869,6,0.71338302,0.87465501
1975,10,8,1.06753,6,0.38961199,0.99389702
1975,10,9,0.97733003,6,0.25393599,0.94376397
1975,10,10,0.98500299,6,0.32247201,0.93072098
1975,10,11,0.88044202,6,0.29211199,0.830571
1975,10,12,0.82217401,6,0.318111,0.75813901
1975,10,13,0.51681697,6,0.154053,0.493323
1975,10,14,0.36554199,7,-6.40E-03,0.365486
1975,10,15,0.435247,8,-0.34566,0.26449901
1975,10,16,0.42484701,8,-0.38196999,0.185996
1975,10,17,0.152945,8,-0.15173,1.93E-02
1975,10,18,0.172299,5,0.17082401,2.25E-02
1975,10,19,0.470047,4,0.43292999,-0.18307
1975,10,20,0.76484799,4,0.74086797,-0.19001999
1975,10,21,0.88187099,4,0.88085097,-4.24E-02
1975,10,22,0.87401003,5,0.86826003,0.100095
1975,10,23,0.92143399,5,0.85818201,0.335504
1975,10,24,0.25732899,6,0.104783,0.235029
1975,10,25,0.30184701,8,-0.25512001,0.16132499
1975,10,26,0.325519,8,-0.23096,0.229387
1975,10,27,0.44720399,8,-0.41821,0.15841401
1975,10,28,0.48226199,8,-0.46618,0.123511
1975,10,29,0.188173,7,-9.41E-02,0.162977
1975,10,30,5.50E-02,2,-7.91E-03,-5.44E-02
1975,10,31,0.17409401,3,5.63E-02,-0.16472
1975,11,1,0.123924,8,-0.11298,5.09E-02
1975,11,2,0.316053,7,-0.10307,0.29877299
