year,month,day,PCx,PCy,phase,Amp(nrm),Amp(non-nrm)
1979,3,22,0.498,-0.575,7,0.761,221.2
1979,3,23,0.613,-0.465,8,0.77,218.8
1979,3,24,0.706,-0.337,8,0.782,217.9
1979,3,25,0.772,-0.196,8,0.797,218.7
1979,3,26,0.809,-0.046,8,0.81,220.8
1979,3,27,0.814,0.106,1,0.82,223.9
1979,3,28,0.785,0.253,1,0.825,227.4
1979,3,29,0.726,0.391,1,0.824,230.5
1979,3,30,0.636,0.511,1,0.816,232.7
1979,3,31,0.521,0.611,2,0.803,233.5
1979,4,1,0.385,0.684,2,0.785,232.6
1979,4,2,0.234,0.727,2,0.764,229.9
1979,4,3,0.074,0.739,2,0.743,225.4
1979,4,4,-0.086,0.719,3,0.724,219.4
1979,4,5,-0.241,0.666,3,0.708,212.6
1979,4,6,-0.381,0.584,3,0.697,205.4
1979,4,7,-0.502,0.475,4,0.691,198.8
1979,4,8,-0.597,0.345,4,0.69,193.5
1979,4,9,-0.661,0.199,4,0.691,190
1979,4,10,-0.691,0.044,4,0.693,188.8
1979,4,11,-0.686,-0.113,5,0.695,189.9
1979,4,12,-0.644,-0.264,5,0.696,193
1979,4,13,-0.568,-0.403,5,0.697,197.3
1979,4,14,-0.461,-0.523,6,0.697,202.3
1979,4,15,-0.326,-0.617,6,0.698,207.3
1979,4,16,-0.171,-0.681,6,0.702,211.9
1979,4,17,-0.002,-0.711,6,0.711,215.7
1979,4,18,0.173,-0.704,7,0.725,219
1979,4,19,0.347,-0.661,7,0.746,221.8
1979,4,20,0.51,-0.581,7,0.774,224.7
1979,4,21,0.656,-0.468,8,0.806,228.4
1979,4,22,0.776,-0.326,8,0.842,233.5
1979,4,23,0.866,-0.159,8,0.88,240.8
1979,4,24,0.919,0.025,1,0.919,250.5
1979,4,25,0.933,0.22,1,0.958,262.7
1979,4,26,0.905,0.417,1,0.997,277.2
1979,4,27,0.837,0.609,1,1.035,293.4
1979,4,28,0.728,0.787,2,1.072,310.6
1979,4,29,0.584,0.944,2,1.11,327.9
1979,4,30,0.408,1.074,2,1.149,344.5
1979,5,1,0.206,1.17,2,1.188,359.7
1979,5,2,-0.014,1.229,3,1.229,373.1
1979,5,3,-0.244,1.246,3,1.27,384.1
1979,5,4,-0.475,1.221,3,1.31,392.6
1979,5,5,-0.701,1.153,3,1.349,398.7
1979,5,6,-0.911,1.044,3,1.386,402.6
1979,5,7,-1.098,0.897,4,1.418,404.7
1979,5,8,-1.256,0.717,4,1.446,405.5
1979,5,9,-1.378,0.508,4,1.469,405.9
1979,5,10,-1.46,0.278,4,1.486,406.5
1979,5,11,-1.497,0.034,4,1.498,408.1
1979,5,12,-1.489,-0.216,5,1.505,411.1
1979,5,13,-1.435,-0.466,5,1.509,415.8
1979,5,14,-1.336,-0.706,5,1.511,422.4
1979,5,15,-1.195,-0.929,5,1.514,430.7
1979,5,16,-1.014,-1.129,6,1.518,440.3
1979,5,17,-0.8,-1.299,6,1.526,450.7
1979,5,18,-0.558,-1.435,6,1.539,461.4
1979,5,19,-0.293,-1.532,6,1.559,471.9
1979,5,20,-0.014,-1.587,6,1.587,481.8
1979,5,21,0.272,-1.599,7,1.622,491
1979,5,22,0.559,-1.567,7,1.663,499.5
1979,5,23,0.839,-1.492,7,1.711,507.3
1979,5,24,1.105,-1.375,7,1.765,514.9
1979,5,25,1.352,-1.221,8,1.821,522.5
1979,5,26,1.572,-1.032,8,1.88,530.6
1979,5,27,1.761,-0.813,8,1.94,539.5
1979,5,28,1.915,-0.57,8,1.998,549.5
1979,5,29,2.029,-0.308,8,2.053,560.8
1979,5,30,2.103,-0.034,8,2.103,573
1979,5,31,2.133,0.246,1,2.148,586
1979,6,1,2.12,0.526,1,2.184,599.3
1979,6,2,2.063,0.799,1,2.212,612.2
1979,6,3,1.963,1.059,1,2.231,624
1979,6,4,1.822,1.3,1,2.239,634.3
1979,6,5,1.643,1.517,1,2.236,642.2
1979,6,6,1.429,1.704,2,2.224,647.4
1979,6,7,1.184,1.857,2,2.202,649.6
1979,6,8,0.914,1.972,2,2.174,648.5
1979,6,9,0.623,2.047,2,2.14,644.3
1979,6,10,0.317,2.079,2,2.103,637.2
1979,6,11,0.003,2.067,2,2.067,627.7
1979,6,12,-0.313,2.011,3,2.035,616.6
1979,6,13,-0.623,1.912,3,2.011,604.8
1979,6,14,-0.922,1.77,3,1.996,593.3
1979,6,15,-1.203,1.589,3,1.993,583.3
1979,6,16,-1.459,1.372,4,2.003,575.8
1979,6,17,-1.684,1.124,4,2.024,571.7
1979,6,18,-1.873,0.849,4,2.056,571.7
1979,6,19,-2.022,0.553,4,2.096,575.9
1979,6,20,-2.127,0.244,4,2.141,584.1
1979,6,21,-2.185,-0.072,5,2.186,595.7
1979,6,22,-2.196,-0.389,5,2.23,609.8
1979,6,23,-2.159,-0.698,5,2.269,625.2
1979,6,24,-2.076,-0.992,5,2.301,640.8
1979,6,25,-1.949,-1.265,5,2.324,655.3
1979,6,26,-1.782,-1.51,5,2.335,667.6
1979,6,27,-1.579,-1.721,6,2.335,676.7
1979,6,28,-1.346,-1.893,6,2.323,681.8
1979,6,29,-1.09,-2.022,6,2.297,682.1
1979,6,30,-0.816,-2.106,6,2.259,677.1
1979,7,1,-0.533,-2.143,6,2.208,666.7
1979,7,2,-0.248,-2.131,6,2.146,650.7
1979,7,3,0.033,-2.073,7,2.073,629.3
1979,7,4,0.303,-1.968,7,1.991,603.2
1979,7,5,0.556,-1.82,7,1.903,573
1979,7,6,0.786,-1.633,7,1.813,540.1
1979,7,7,0.989,-1.412,7,1.724,506.2
1979,7,8,1.161,-1.161,7,1.642,473.5
1979,7,9,1.299,-0.887,8,1.573,444.6
1979,7,10,1.401,-0.596,8,1.522,422.4
1979,7,11,1.467,-0.294,8,1.496,409.4
1979,7,12,1.495,0.011,1,1.495,407.4
1979,7,13,1.487,0.314,1,1.52,416.3
1979,7,14,1.444,0.607,1,1.566,434.4
1979,7,15,1.367,0.884,1,1.628,459
1979,7,16,1.259,1.139,1,1.698,487
1979,7,17,1.121,1.367,2,1.768,515.3
1979,7,18,0.956,1.564,2,1.833,541.5
1979,7,19,0.768,1.723,2,1.887,563.5
1979,7,20,0.56,1.842,2,1.926,579.8
1979,7,21,0.334,1.918,2,1.947,589.5
1979,7,22,0.096,1.949,2,1.951,592.2
1979,7,23,-0.152,1.931,3,1.937,587.9
1979,7,24,-0.404,1.866,3,1.91,577.3
1979,7,25,-0.656,1.754,3,1.872,561.7
1979,7,26,-0.904,1.594,3,1.833,543.1
1979,7,27,-1.141,1.39,3,1.799,524.3
1979,7,28,-1.363,1.145,4,1.78,508.6
1979,7,29,-1.563,0.863,4,1.785,499.8
1979,7,30,-1.735,0.548,4,1.82,501.1
1979,7,31,-1.874,0.208,4,1.886,514.5
1979,8,1,-1.975,-0.151,5,1.98,539.9
1979,8,2,-2.032,-0.52,5,2.097,575.5
1979,8,3,-2.041,-0.891,5,2.227,618.4
1979,8,4,-2,-1.256,5,2.362,665.1
1979,8,5,-1.908,-1.604,5,2.492,712.1
1979,8,6,-1.763,-1.926,6,2.611,756.7
1979,8,7,-1.567,-2.214,6,2.713,796.3
1979,8,8,-1.324,-2.46,6,2.793,829.3
1979,8,9,-1.038,-2.655,6,2.851,854.2
1979,8,10,-0.716,-2.794,6,2.884,870.4
1979,8,11,-0.367,-2.872,6,2.895,877.7
1979,8,12,0,-2.886,6,2.886,876.3
1979,8,13,0.375,-2.835,7,2.86,866.9
1979,8,14,0.747,-2.72,7,2.821,850.7
1979,8,15,1.104,-2.544,7,2.773,828.9
1979,8,16,1.436,-2.311,7,2.721,803.3
1979,8,17,1.731,-2.028,7,2.666,775.5
1979,8,18,1.982,-1.702,8,2.613,747.4
1979,8,19,2.181,-1.343,8,2.561,720.6
1979,8,20,2.322,-0.961,8,2.513,696.5
1979,8,21,2.401,-0.567,8,2.467,676.4
1979,8,22,2.419,-0.171,8,2.425,660.9
1979,8,23,2.375,0.216,1,2.385,650.4
1979,8,24,2.274,0.585,1,2.348,644.6
1979,8,25,2.123,0.926,1,2.316,643
1979,8,26,1.927,1.233,1,2.288,644.8
1979,8,27,1.697,1.5,1,2.265,649
1979,8,28,1.443,1.723,2,2.248,654.5
1979,8,29,1.176,1.901,2,2.235,660.1
1979,8,30,0.905,2.034,2,2.226,664.9
1979,8,31,0.642,2.122,2,2.217,667.7
1979,9,1,0.396,2.171,2,2.207,667.9
1979,9,2,0.174,2.184,2,2.191,664.8
1979,9,3,-0.018,2.168,3,2.168,658.1
1979,9,4,-0.175,2.128,3,2.135,647.8
1979,9,5,-0.297,2.071,3,2.092,634
1979,9,6,-0.383,2.004,3,2.04,617.3
1979,9,7,-0.436,1.932,3,1.981,598.6
1979,9,8,-0.461,1.861,3,1.917,578.9
1979,9,9,-0.463,1.794,3,1.853,559.2
1979,9,10,-0.449,1.734,3,1.791,540.6
1979,9,11,-0.428,1.682,3,1.735,523.7
1979,9,12,-0.407,1.636,3,1.686,509.1
1979,9,13,-0.393,1.597,3,1.644,496.5
1979,9,14,-0.394,1.559,3,1.608,485.5
1979,9,15,-0.414,1.52,3,1.576,475.2
1979,9,16,-0.459,1.475,3,1.545,464.9
1979,9,17,-0.53,1.418,3,1.513,453.9
1979,9,18,-0.626,1.343,3,1.482,442.1
1979,9,19,-0.747,1.247,3,1.454,429.9
1979,9,20,-0.889,1.125,3,1.433,418.6
1979,9,21,-1.044,0.973,4,1.428,410.2
1979,9,22,-1.207,0.791,4,1.443,407.2
1979,9,23,-1.369,0.577,4,1.486,412
1979,9,24,-1.521,0.332,4,1.557,426.4
1979,9,25,-1.653,0.061,4,1.654,450.7
1979,9,26,-1.757,-0.233,5,1.772,483.8
1979,9,27,-1.824,-0.543,5,1.904,523.7
1979,9,28,-1.849,-0.863,5,2.04,567.7
1979,9,29,-1.824,-1.184,5,2.175,613.3
1979,9,30,-1.748,-1.496,5,2.301,658.2
1979,10,1,-1.619,-1.792,6,2.415,700.4
1979,10,2,-1.438,-2.061,6,2.513,738.3
1979,10,3,-1.209,-2.295,6,2.594,770.8
1979,10,4,-0.937,-2.486,6,2.657,797
1979,10,5,-0.63,-2.629,6,2.703,816.5
1979,10,6,-0.297,-2.717,6,2.734,829
1979,10,7,0.052,-2.749,7,2.749,834.7
1979,10,8,0.407,-2.722,7,2.752,833.8
1979,10,9,0.754,-2.637,7,2.743,826.6
1979,10,10,1.084,-2.497,7,2.722,813.6
1979,10,11,1.386,-2.306,7,2.691,795.5
1979,10,12,1.649,-2.071,7,2.648,772.9
1979,10,13,1.868,-1.799,8,2.593,746.4
1979,10,14,2.034,-1.498,8,2.526,716.9
1979,10,15,2.145,-1.178,8,2.447,685.1
1979,10,16,2.198,-0.849,8,2.356,651.9
1979,10,17,2.193,-0.52,8,2.254,618
1979,10,18,2.133,-0.202,8,2.143,584.4
1979,10,19,2.023,0.098,1,2.025,551.8
1979,10,20,1.867,0.371,1,1.904,521
1979,10,21,1.674,0.612,1,1.782,492.5
1979,10,22,1.452,0.814,1,1.665,466.5
1979,10,23,1.21,0.976,1,1.555,443.3
1979,10,24,0.958,1.094,2,1.454,422.5
1979,10,25,0.705,1.169,2,1.365,403.7
1979,10,26,0.459,1.204,2,1.288,386.2
1979,10,27,0.228,1.199,2,1.221,369.4
1979,10,28,0.019,1.161,2,1.162,352.7
1979,10,29,-0.163,1.095,3,1.107,335.4
1979,10,30,-0.314,1.006,3,1.054,317.2
1979,10,31,-0.433,0.901,3,1,298
1979,11,1,-0.518,0.787,3,0.943,277.7
1979,11,2,-0.572,0.671,3,0.882,256.5
1979,11,3,-0.595,0.559,4,0.817,234.8
1979,11,4,-0.593,0.456,4,0.748,212.9
1979,11,5,-0.57,0.368,4,0.678,191.2
1979,11,6,-0.53,0.297,4,0.608,170.3
1979,11,7,-0.48,0.247,4,0.54,150.7
1979,11,8,-0.425,0.218,4,0.478,133.4
1979,11,9,-0.372,0.211,4,0.427,119.8
1979,11,10,-0.324,0.224,4,0.394,111.4
1979,11,11,-0.286,0.256,4,0.384,110
1979,11,12,-0.262,0.303,3,0.4,116.4
1979,11,13,-0.253,0.361,3,0.441,129.6
1979,11,14,-0.263,0.426,3,0.501,147.9
1979,11,15,-0.289,0.494,3,0.572,169.3
1979,11,16,-0.332,0.558,3,0.65,192.1
1979,11,17,-0.39,0.615,3,0.728,214.9
1979,11,18,-0.46,0.661,3,0.805,236.5
1979,11,19,-0.538,0.69,3,0.875,255.8
1979,11,20,-0.621,0.702,3,0.937,272.1
1979,11,21,-0.705,0.692,4,0.988,284.8
1979,11,22,-0.785,0.661,4,1.027,293.4
1979,11,23,-0.858,0.608,4,1.051,297.8
1979,11,24,-0.919,0.533,4,1.062,298
1979,11,25,-0.965,0.437,4,1.06,294.6
1979,11,26,-0.994,0.325,4,1.046,288.2
1979,11,27,-1.004,0.197,4,1.023,279.9
1979,11,28,-0.993,0.059,4,0.995,271.1
1979,11,29,-0.961,-0.087,5,0.965,263.2
1979,11,30,-0.909,-0.235,5,0.939,257.6
1979,12,1,-0.837,-0.381,5,0.92,255.7
1979,12,2,-0.747,-0.523,5,0.911,258
1979,12,3,-0.641,-0.654,6,0.916,264.5
1979,12,4,-0.522,-0.773,6,0.933,274.4
1979,12,5,-0.392,-0.876,6,0.96,286.6
1979,12,6,-0.255,-0.961,6,0.994,299.8
1979,12,7,-0.114,-1.025,6,1.032,312.9
1979,12,8,0.029,-1.069,7,1.07,324.7
1979,12,9,0.171,-1.092,7,1.105,334.7
1979,12,10,0.308,-1.093,7,1.136,342.4
1979,12,11,0.44,-1.074,7,1.161,347.5
1979,12,12,0.563,-1.036,7,1.179,350
1979,12,13,0.675,-0.981,7,1.191,350.1
1979,12,14,0.776,-0.91,7,1.196,348
1979,12,15,0.864,-0.826,8,1.196,344
1979,12,16,0.938,-0.732,8,1.19,338.6
1979,12,17,0.997,-0.629,8,1.179,332
1979,12,18,1.04,-0.52,8,1.163,324.4
1979,12,19,1.068,-0.408,8,1.143,316.2
1979,12,20,1.079,-0.295,8,1.119,307.3
1979,12,21,1.074,-0.183,8,1.09,297.8
1979,12,22,1.053,-0.073,8,1.056,287.7
1979,12,23,1.016,0.031,1,1.016,276.9
1979,12,24,0.963,0.129,1,0.972,265.4
1979,12,25,0.896,0.22,1,0.923,253.2
1979,12,26,0.816,0.302,1,0.87,240.4
1979,12,27,0.723,0.374,1,0.814,227.4
1979,12,28,0.619,0.436,1,0.757,214.5
1979,12,29,0.507,0.487,1,0.703,202.4
1979,12,30,0.388,0.527,2,0.654,191.8
1979,12,31,0.264,0.556,2,0.616,183.5
1980,1,1,0.139,0.574,2,0.59,178.3
1980,1,2,0.015,0.581,2,0.581,176.5
1980,1,3,-0.106,0.579,3,0.588,178
1980,1,4,-0.221,0.567,3,0.608,182.3
1980,1,5,-0.327,0.547,3,0.637,188.4
1980,1,6,-0.421,0.52,3,0.669,195.2
1980,1,7,-0.503,0.487,4,0.7,201.7
1980,1,8,-0.57,0.45,4,0.726,206.9
1980,1,9,-0.621,0.41,4,0.744,210.1
1980,1,10,-0.655,0.369,4,0.752,210.7
1980,1,11,-0.673,0.328,4,0.748,208.5
1980,1,12,-0.673,0.288,4,0.732,203.2
1980,1,13,-0.659,0.25,4,0.704,194.8
1980,1,14,-0.63,0.216,4,0.666,183.6
1980,1,15,-0.588,0.187,4,0.617,169.9
1980,1,16,-0.536,0.162,4,0.56,154
1980,1,17,-0.475,0.143,4,0.496,136.6
1980,1,18,-0.409,0.129,4,0.429,118.2
1980,1,19,-0.34,0.119,4,0.361,99.5
1980,1,20,-0.27,0.115,4,0.294,81.5
1980,1,21,-0.202,0.113,4,0.232,64.9
1980,1,22,-0.137,0.115,4,0.179,51.2
1980,1,23,-0.078,0.118,3,0.142,41.7
1980,1,24,-0.026,0.121,3,0.124,37.4
1980,1,25,0.018,0.123,2,0.124,37.7
1980,1,26,0.053,0.123,2,0.134,40
1980,1,27,0.079,0.12,2,0.143,42.2
1980,1,28,0.096,0.112,2,0.147,42.8
1980,1,29,0.105,0.099,1,0.144,41.4
1980,1,30,0.106,0.08,1,0.133,37.7
1980,1,31,0.1,0.055,1,0.114,32
1980,2,1,0.089,0.024,1,0.092,25.3
1980,2,2,0.073,-0.012,8,0.074,20.3
1980,2,3,0.055,-0.054,8,0.077,22.2
1980,2,4,0.035,-0.099,7,0.105,31.7
1980,2,5,0.016,-0.148,7,0.149,45.1
1980,2,6,-0.003,-0.198,6,0.198,60
1980,2,7,-0.018,-0.248,6,0.248,75.3
1980,2,8,-0.03,-0.295,6,0.297,90.1
1980,2,9,-0.038,-0.34,6,0.342,103.7
1980,2,10,-0.041,-0.379,6,0.381,115.5
1980,2,11,-0.038,-0.411,6,0.412,125.1
1980,2,12,-0.03,-0.434,6,0.435,132
1980,2,13,-0.017,-0.447,6,0.447,135.8
1980,2,14,0.002,-0.449,7,0.449,136.3
1980,2,15,0.025,-0.439,7,0.44,133.4
1980,2,16,0.053,-0.416,7,0.419,127.1
1980,2,17,0.083,-0.38,7,0.389,117.6
1980,2,18,0.116,-0.331,7,0.351,105.5
1980,2,19,0.151,-0.27,7,0.309,91.8
1980,2,20,0.185,-0.198,7,0.271,78.4
1980,2,21,0.218,-0.115,8,0.247,68.9
1980,2,22,0.248,-0.024,8,0.25,68.1
1980,2,23,0.275,0.073,1,0.285,78.2
1980,2,24,0.296,0.175,1,0.344,96.7
1980,2,25,0.31,0.279,1,0.418,119.8
1980,2,26,0.317,0.383,2,0.497,144.7
1980,2,27,0.314,0.482,2,0.575,169.5
1980,2,28,0.301,0.575,2,0.649,192.8
1980,2,29,0.276,0.658,2,0.714,213.6
1980,3,1,0.241,0.73,2,0.768,231.1
1980,3,2,0.194,0.786,2,0.809,244.4
1980,3,3,0.136,0.824,2,0.836,253
1980,3,4,0.067,0.843,2,0.846,256.7
1980,3,5,-0.011,0.841,3,0.841,255.4
1980,3,6,-0.096,0.816,3,0.822,249.1
1980,3,7,-0.187,0.768,3,0.79,238.6
1980,3,8,-0.281,0.696,3,0.75,224.6
1980,3,9,-0.375,0.601,3,0.708,209
1980,3,10,-0.466,0.484,3,0.671,194.1
1980,3,11,-0.55,0.347,4,0.65,183.1
1980,3,12,-0.623,0.194,4,0.653,179.7
1980,3,13,-0.684,0.027,4,0.684,186.4
1980,3,14,-0.727,-0.15,5,0.742,203.2
1980,3,15,-0.751,-0.333,5,0.821,228.1
1980,3,16,-0.752,-0.515,5,0.912,257.8
1980,3,17,-0.729,-0.693,5,1.006,289.5
1980,3,18,-0.682,-0.861,6,1.098,320.7
1980,3,19,-0.609,-1.014,6,1.183,349.7
1980,3,20,-0.511,-1.146,6,1.255,374.9
1980,3,21,-0.392,-1.254,6,1.314,395.4
1980,3,22,-0.252,-1.332,6,1.356,410.3
1980,3,23,-0.096,-1.379,6,1.382,419.4
1980,3,24,0.07,-1.391,7,1.393,422.7
1980,3,25,0.243,-1.367,7,1.389,420.4
1980,3,26,0.417,-1.308,7,1.373,413.1
1980,3,27,0.584,-1.215,7,1.348,401.6
1980,3,28,0.739,-1.089,7,1.316,387.1
1980,3,29,0.876,-0.935,7,1.281,370.9
1980,3,30,0.989,-0.758,8,1.246,354.3
1980,3,31,1.074,-0.562,8,1.212,338.7
1980,4,1,1.126,-0.355,8,1.181,325.2
1980,4,2,1.144,-0.142,8,1.152,314.5
1980,4,3,1.125,0.068,1,1.127,307.1
1980,4,4,1.069,0.269,1,1.103,302.6
1980,4,5,0.98,0.455,1,1.08,300.5
1980,4,6,0.858,0.619,1,1.058,299.9
1980,4,7,0.71,0.756,2,1.037,300.1
1980,4,8,0.54,0.862,2,1.017,300.3
1980,4,9,0.354,0.936,2,1.001,300
1980,4,10,0.161,0.974,2,0.988,299.1
1980,4,11,-0.034,0.979,3,0.979,297.3
1980,4,12,-0.222,0.95,3,0.976,294.8
1980,4,13,-0.396,0.892,3,0.976,291.6
1980,4,14,-0.551,0.809,3,0.979,287.8
1980,4,15,-0.681,0.704,3,0.98,283.2
1980,4,16,-0.782,0.586,4,0.977,277.6
1980,4,17,-0.851,0.459,4,0.967,270.6
1980,4,18,-0.888,0.33,4,0.947,261.8
1980,4,19,-0.892,0.205,4,0.915,250.8
1980,4,20,-0.865,0.09,4,0.87,237.4
1980,4,21,-0.812,-0.01,5,0.812,221.1
1980,4,22,-0.735,-0.092,5,0.741,202.2
1980,4,23,-0.641,-0.154,5,0.659,180.6
1980,4,24,-0.534,-0.193,5,0.568,156.9
1980,4,25,-0.422,-0.211,5,0.471,131.5
1980,4,26,-0.309,-0.208,5,0.372,105.2
1980,4,27,-0.202,-0.187,5,0.275,79
1980,4,28,-0.104,-0.152,6,0.184,54.2
1980,4,29,-0.021,-0.107,6,0.109,33
1980,4,30,0.047,-0.057,7,0.074,21.5
1980,5,1,0.098,-0.007,8,0.098,26.7
1980,5,2,0.131,0.039,1,0.137,37.7
1980,5,3,0.149,0.076,1,0.168,46.8
1980,5,4,0.154,0.101,1,0.184,52
1980,5,5,0.15,0.11,1,0.186,52.8
1980,5,6,0.14,0.103,1,0.174,49.3
1980,5,7,0.129,0.08,1,0.152,42.6
1980,5,8,0.122,0.04,1,0.129,35.4
1980,5,9,0.123,-0.013,8,0.124,33.8
1980,5,10,0.137,-0.076,8,0.156,43.8
1980,5,11,0.165,-0.145,8,0.22,62.9
1980,5,12,0.21,-0.215,7,0.301,86.8
1980,5,13,0.272,-0.281,7,0.391,113.1
1980,5,14,0.35,-0.338,8,0.487,140.2
1980,5,15,0.442,-0.381,8,0.584,167.1
1980,5,16,0.545,-0.406,8,0.68,193
1980,5,17,0.655,-0.408,8,0.771,217.2
1980,5,18,0.765,-0.387,8,0.857,239.1
1980,5,19,0.869,-0.339,8,0.933,258.3
1980,5,20,0.963,-0.267,8,1,274.7
1980,5,21,1.04,-0.171,8,1.054,288.2
1980,5,22,1.095,-0.055,8,1.096,298.8
1980,5,23,1.123,0.079,1,1.126,306.9
1980,5,24,1.121,0.224,1,1.143,312.8
1980,5,25,1.087,0.375,1,1.149,317.1
1980,5,26,1.019,0.526,1,1.147,320.3
1980,5,27,0.92,0.671,1,1.139,323
1980,5,28,0.791,0.805,2,1.128,325.8
1980,5,29,0.636,0.921,2,1.119,329
1980,5,30,0.461,1.015,2,1.115,332.8
1980,5,31,0.27,1.084,2,1.117,337.3
1980,6,1,0.071,1.126,2,1.128,342.3
1980,6,2,-0.129,1.138,3,1.146,347.5
1980,6,3,-0.324,1.123,3,1.169,352.2
1980,6,4,-0.508,1.08,3,1.194,355.9
1980,6,5,-0.673,1.013,3,1.217,358.2
1980,6,6,-0.817,0.926,3,1.234,358.4
1980,6,7,-0.934,0.821,4,1.244,356.3
1980,6,8,-1.024,0.705,4,1.243,351.6
1980,6,9,-1.084,0.582,4,1.231,344.2
1980,6,10,-1.117,0.456,4,1.206,334.2
1980,6,11,-1.122,0.332,4,1.171,322
1980,6,12,-1.104,0.215,4,1.125,307.9
1980,6,13,-1.067,0.106,4,1.072,292.4
1980,6,14,-1.014,0.008,4,1.014,276.3
1980,6,15,-0.951,-0.078,5,0.954,260.2
1980,6,16,-0.883,-0.152,5,0.895,244.8
1980,6,17,-0.813,-0.214,5,0.841,230.9
1980,6,18,-0.748,-0.266,5,0.794,219.1
1980,6,19,-0.689,-0.311,5,0.756,210.1
1980,6,20,-0.639,-0.352,5,0.729,204.1
1980,6,21,-0.599,-0.39,5,0.715,201.7
1980,6,22,-0.571,-0.429,5,0.714,202.9
1980,6,23,-0.553,-0.472,5,0.727,207.9
1980,6,24,-0.543,-0.521,5,0.752,216.6
1980,6,25,-0.539,-0.578,6,0.79,228.7
1980,6,26,-0.537,-0.643,6,0.838,243.9
1980,6,27,-0.535,-0.716,6,0.894,261.8
1980,6,28,-0.528,-0.797,6,0.957,281.7
1980,6,29,-0.513,-0.885,6,1.023,302.8
1980,6,30,-0.487,-0.975,6,1.09,324.5
1980,7,1,-0.446,-1.066,6,1.156,345.9
1980,7,2,-0.389,-1.154,6,1.218,366.2
1980,7,3,-0.314,-1.235,6,1.275,384.7
1980,7,4,-0.222,-1.305,6,1.324,400.8
1980,7,5,-0.113,-1.36,6,1.364,413.9
1980,7,6,0.011,-1.395,7,1.395,423.7
1980,7,7,0.147,-1.409,7,1.417,429.7
1980,7,8,0.293,-1.398,7,1.429,432
1980,7,9,0.443,-1.361,7,1.432,430.6
1980,7,10,0.594,-1.297,7,1.427,425.8
1980,7,11,0.74,-1.206,7,1.415,418.1
1980,7,12,0.877,-1.09,7,1.398,408
1980,7,13,1,-0.949,8,1.378,396.4
1980,7,14,1.105,-0.787,8,1.356,384.2
1980,7,15,1.189,-0.607,8,1.335,372.5
1980,7,16,1.248,-0.413,8,1.315,362.4
1980,7,17,1.281,-0.211,8,1.298,354.7
1980,7,18,1.286,-0.004,8,1.286,350.3
1980,7,19,1.263,0.202,1,1.279,349.6
1980,7,20,1.214,0.402,1,1.279,352.5
1980,7,21,1.138,0.593,1,1.283,358.5
1980,7,22,1.04,0.768,1,1.293,366.9
1980,7,23,0.921,0.925,2,1.306,376.7
1980,7,24,0.786,1.061,2,1.32,386.8
1980,7,25,0.639,1.172,2,1.335,396.2
1980,7,26,0.483,1.258,2,1.348,404
1980,7,27,0.325,1.317,2,1.356,409.5
1980,7,28,0.167,1.348,2,1.359,412
1980,7,29,0.015,1.354,2,1.354,411.1
1980,7,30,-0.127,1.334,3,1.34,406.5
1980,7,31,-0.256,1.292,3,1.317,398.3
1980,8,1,-0.369,1.229,3,1.283,386.4
1980,8,2,-0.463,1.149,3,1.239,371
1980,8,3,-0.537,1.056,3,1.185,352.4
1980,8,4,-0.59,0.954,3,1.121,331.1
1980,8,5,-0.622,0.846,3,1.05,307.6
1980,8,6,-0.634,0.737,3,0.972,282.5
1980,8,7,-0.627,0.63,3,0.889,256.5
1980,8,8,-0.605,0.53,4,0.804,230.3
1980,8,9,-0.57,0.438,4,0.719,204.5
1980,8,10,-0.527,0.358,4,0.637,180
1980,8,11,-0.478,0.292,4,0.56,157.5
1980,8,12,-0.429,0.24,4,0.491,137.6
1980,8,13,-0.384,0.202,4,0.433,121.1
1980,8,14,-0.346,0.177,4,0.389,108.6
1980,8,15,-0.32,0.165,4,0.36,100.6
1980,8,16,-0.309,0.163,4,0.349,97.6
1980,8,17,-0.315,0.166,4,0.356,99.5
1980,8,18,-0.338,0.173,4,0.38,106.1
1980,8,19,-0.381,0.178,4,0.42,117
1980,8,20,-0.441,0.178,4,0.475,131.7
1980,8,21,-0.516,0.169,4,0.543,149.6
1980,8,22,-0.603,0.147,4,0.621,170.2
1980,8,23,-0.698,0.109,4,0.706,193
1980,8,24,-0.795,0.052,4,0.797,217.3
1980,8,25,-0.89,-0.024,5,0.89,242.5
1980,8,26,-0.975,-0.12,5,0.982,268.1
1980,8,27,-1.045,-0.236,5,1.071,293.5
1980,8,28,-1.093,-0.369,5,1.154,318.2
1980,8,29,-1.115,-0.515,5,1.228,341.7
1980,8,30,-1.106,-0.671,5,1.294,363.7
1980,8,31,-1.063,-0.831,5,1.349,384.1
1980,9,1,-0.985,-0.989,6,1.395,402.6
1980,9,2,-0.87,-1.139,6,1.433,419.2
1980,9,3,-0.721,-1.274,6,1.464,433.9
1980,9,4,-0.54,-1.39,6,1.491,446.8
1980,9,5,-0.333,-1.479,6,1.516,458
1980,9,6,-0.105,-1.537,6,1.54,467.5
1980,9,7,0.137,-1.561,7,1.567,475.3
1980,9,8,0.385,-1.548,7,1.595,481.5
1980,9,9,0.63,-1.497,7,1.624,485.9
1980,9,10,0.864,-1.41,7,1.654,488.5
1980,9,11,1.079,-1.289,7,1.681,489.3
1980,9,12,1.268,-1.136,8,1.702,488.2
