year mon day PCx PCy phase Amp(nrm) Amp(non-nrm)
2013 01 01 -1.025  0.324 4  1.075  393.6
2013 01 02 -1.121  0.226 4  1.144  419.4
2013 01 03 -1.199  0.117 4  1.205  442.2
2013 01 04 -1.257 -0.001 5  1.257  461.3
2013 01 05 -1.292 -0.125 5  1.298  476.3
2013 01 06 -1.303 -0.252 5  1.327  486.7
2013 01 07 -1.290 -0.378 5  1.345  492.5
2013 01 08 -1.254 -0.502 5  1.351  493.9
2013 01 09 -1.195 -0.620 5  1.346  491.3
2013 01 10 -1.115 -0.729 5  1.332  485.1
2013 01 11 -1.017 -0.827 5  1.311  476.0
2013 01 12 -0.902 -0.914 6  1.284  464.9
2013 01 13 -0.774 -0.987 6  1.254  452.8
2013 01 14 -0.635 -1.047 6  1.224  440.5
2013 01 15 -0.488 -1.092 6  1.196  429.1
2013 01 16 -0.336 -1.123 6  1.172  419.6
2013 01 17 -0.180 -1.141 6  1.155  412.8
2013 01 18 -0.023 -1.146 6  1.146  409.3
2013 01 19  0.134 -1.138 7  1.146  409.5
2013 01 20  0.290 -1.119 7  1.156  413.6
2013 01 21  0.444 -1.089 7  1.176  421.6
2013 01 22  0.596 -1.048 7  1.205  433.2
2013 01 23  0.744 -0.995 7  1.242  448.1
2013 01 24  0.888 -0.932 7  1.287  465.8
2013 01 25  1.028 -0.857 8  1.338  485.8
2013 01 26  1.163 -0.770 8  1.395  507.7
2013 01 27  1.291 -0.671 8  1.455  531.1
2013 01 28  1.413 -0.557 8  1.519  555.4
2013 01 29  1.525 -0.430 8  1.584  580.3
2013 01 30  1.625 -0.288 8  1.650  605.2
2013 01 31  1.711 -0.133 8  1.716  629.7
2013 02 01  1.780  0.036 1  1.780  653.3
2013 02 02  1.828  0.217 1  1.841  675.4
2013 02 03  1.853  0.408 1  1.897  695.4
2013 02 04  1.850  0.605 1  1.947  712.7
2013 02 05  1.818  0.806 1  1.989  726.7
2013 02 06  1.754  1.005 1  2.022  737.1
2013 02 07  1.656  1.198 1  2.044  743.2
2013 02 08  1.523  1.380 1  2.055  745.1
2013 02 09  1.355  1.545 2  2.055  742.7
2013 02 10  1.154  1.687 2  2.043  736.2
2013 02 11  0.921  1.801 2  2.023  726.5
2013 02 12  0.661  1.882 2  1.995  714.5
2013 02 13  0.378  1.926 2  1.963  701.7
2013 02 14  0.078  1.931 2  1.932  690.0
2013 02 15 -0.234  1.893 3  1.907  681.2
2013 02 16 -0.549  1.812 3  1.893  677.5
2013 02 17 -0.860  1.688 3  1.895  680.5
2013 02 18 -1.160  1.524 3  1.915  691.0
2013 02 19 -1.441  1.323 4  1.956  709.2
2013 02 20 -1.696  1.089 4  2.016  734.0
2013 02 21 -1.918  0.828 4  2.089  763.7
2013 02 22 -2.103  0.546 4  2.173  796.1
2013 02 23 -2.245  0.250 4  2.259  828.7
2013 02 24 -2.341 -0.052 5  2.341  859.3
2013 02 25 -2.388 -0.353 5  2.414  885.7
2013 02 26 -2.387 -0.646 5  2.473  906.1
2013 02 27 -2.338 -0.924 5  2.514  919.4
2013 02 28 -2.242 -1.180 5  2.534  924.5
2013 03 01 -2.103 -1.409 5  2.531  921.2
2013 03 02 -1.923 -1.607 5  2.506  909.6
2013 03 03 -1.709 -1.769 6  2.460  890.4
2013 03 04 -1.465 -1.895 6  2.396  864.5
2013 03 05 -1.198 -1.983 6  2.317  833.5
2013 03 06 -0.913 -2.032 6  2.228  799.3
2013 03 07 -0.616 -2.044 6  2.135  764.2
2013 03 08 -0.314 -2.020 6  2.044  730.5
2013 03 09 -0.013 -1.963 6  1.963  700.9
2013 03 10  0.282 -1.875 7  1.896  677.4
2013 03 11  0.566 -1.759 7  1.848  661.6
2013 03 12  0.833 -1.620 7  1.822  654.3
2013 03 13  1.080 -1.460 7  1.816  655.0
2013 03 14  1.303 -1.283 8  1.829  662.4
2013 03 15  1.499 -1.093 8  1.855  674.5
2013 03 16  1.664 -0.893 8  1.889  689.0
2013 03 17  1.797 -0.686 8  1.924  703.7
2013 03 18  1.896 -0.475 8  1.955  716.4
2013 03 19  1.960 -0.262 8  1.978  725.6
2013 03 20  1.988 -0.050 8  1.989  730.0
2013 03 21  1.980  0.158 1  1.986  728.8
2013 03 22  1.935  0.361 1  1.968  721.8
2013 03 23  1.855  0.555 1  1.936  709.1
2013 03 24  1.740  0.739 1  1.891  691.1
2013 03 25  1.593  0.909 1  1.835  668.9
2013 03 26  1.416  1.064 1  1.771  643.8
2013 03 27  1.212  1.201 1  1.706  617.7
2013 03 28  0.984  1.316 2  1.643  592.7
2013 03 29  0.736  1.408 2  1.589  570.9
2013 03 30  0.475  1.475 2  1.549  554.7
2013 03 31  0.205  1.513 2  1.527  545.6
2013 04 01 -0.069  1.523 3  1.524  544.3
2013 04 02 -0.339  1.501 3  1.539  550.3
2013 04 03 -0.599  1.449 3  1.568  562.3
2013 04 04 -0.843  1.367 3  1.606  578.0
2013 04 05 -1.065  1.256 3  1.646  594.8
2013 04 06 -1.259  1.117 4  1.683  610.3
2013 04 07 -1.419  0.954 4  1.710  622.4
2013 04 08 -1.542  0.770 4  1.724  629.2
2013 04 09 -1.623  0.570 4  1.721  629.6
2013 04 10 -1.661  0.360 4  1.699  623.0
2013 04 11 -1.654  0.144 4  1.660  609.2
2013 04 12 -1.602 -0.072 5  1.604  588.6
2013 04 13 -1.508 -0.281 5  1.533  562.3
2013 04 14 -1.373 -0.477 5  1.453  531.8
2013 04 15 -1.201 -0.656 5  1.369  499.3
2013 04 16 -0.999 -0.811 5  1.287  467.2
2013 04 17 -0.772 -0.938 6  1.215  438.6
2013 04 18 -0.527 -1.033 6  1.160  416.5
2013 04 19 -0.271 -1.094 6  1.127  403.2
2013 04 20 -0.012 -1.120 6  1.120  399.8
2013 04 21  0.242 -1.109 7  1.135  405.8
2013 04 22  0.485 -1.062 7  1.167  418.8
2013 04 23  0.708 -0.981 7  1.210  436.2
2013 04 24  0.906 -0.870 8  1.256  454.9
2013 04 25  1.073 -0.731 8  1.298  472.5
2013 04 26  1.205 -0.570 8  1.333  487.0
2013 04 27  1.300 -0.393 8  1.358  497.2
2013 04 28  1.354 -0.204 8  1.370  502.4
2013 04 29  1.369 -0.010 8  1.369  502.5
2013 04 30  1.344  0.183 1  1.357  497.7
2013 05 01  1.283  0.368 1  1.335  488.8
2013 05 02  1.187  0.541 1  1.305  476.7
2013 05 03  1.062  0.696 1  1.270  462.4
2013 05 04  0.913  0.829 1  1.233  447.0
2013 05 05  0.744  0.936 2  1.196  431.7
2013 05 06  0.563  1.015 2  1.161  417.3
2013 05 07  0.375  1.064 2  1.129  404.3
2013 05 08  0.187  1.083 2  1.099  392.9
2013 05 09  0.005  1.073 2  1.073  383.0
2013 05 10 -0.167  1.034 3  1.047  374.1
2013 05 11 -0.322  0.969 3  1.021  365.5
2013 05 12 -0.458  0.881 3  0.993  356.6
2013 05 13 -0.571  0.774 3  0.962  346.8
2013 05 14 -0.659  0.652 4  0.927  335.7
2013 05 15 -0.720  0.520 4  0.888  322.9
2013 05 16 -0.754  0.382 4  0.846  308.6
2013 05 17 -0.762  0.244 4  0.800  293.0
2013 05 18 -0.746  0.108 4  0.754  276.5
2013 05 19 -0.707 -0.020 5  0.708  259.7
2013 05 20 -0.649 -0.137 5  0.663  243.2
2013 05 21 -0.575 -0.239 5  0.623  227.6
2013 05 22 -0.488 -0.326 5  0.587  213.6
2013 05 23 -0.393 -0.393 6  0.556  201.4
2013 05 24 -0.294 -0.442 6  0.531  191.1
2013 05 25 -0.194 -0.471 6  0.510  182.7
2013 05 26 -0.098 -0.481 6  0.491  175.6
2013 05 27 -0.008 -0.474 6  0.474  169.2
2013 05 28  0.071 -0.450 7  0.456  162.9
2013 05 29  0.138 -0.413 7  0.436  156.0
2013 05 30  0.191 -0.365 7  0.412  147.9
2013 05 31  0.228 -0.309 7  0.384  138.3
2013 06 01  0.248 -0.248 8  0.351  127.0
2013 06 02  0.252 -0.186 8  0.313  113.8
2013 06 03  0.240 -0.125 8  0.271   98.7
2013 06 04  0.213 -0.070 8  0.224   81.9
2013 06 05  0.172 -0.022 8  0.173   63.6
2013 06 06  0.120  0.016 1  0.121   44.4
2013 06 07  0.059  0.042 1  0.073   26.4
2013 06 08 -0.008  0.055 3  0.056   19.9
2013 06 09 -0.079  0.054 4  0.096   34.8
2013 06 10 -0.150  0.039 4  0.155   56.8
2013 06 11 -0.219  0.010 4  0.219   80.4
2013 06 12 -0.282 -0.031 5  0.284  104.2
2013 06 13 -0.338 -0.082 5  0.348  127.5
2013 06 14 -0.384 -0.142 5  0.409  149.6
2013 06 15 -0.417 -0.207 5  0.466  170.0
2013 06 16 -0.437 -0.276 5  0.516  188.1
2013 06 17 -0.442 -0.343 5  0.560  203.3
2013 06 18 -0.432 -0.407 5  0.594  215.2
2013 06 19 -0.408 -0.464 6  0.618  223.3
2013 06 20 -0.369 -0.511 6  0.631  227.4
2013 06 21 -0.318 -0.545 6  0.632  227.2
2013 06 22 -0.257 -0.565 6  0.620  222.6
2013 06 23 -0.187 -0.568 6  0.597  213.9
2013 06 24 -0.110 -0.553 6  0.564  201.5
2013 06 25 -0.031 -0.520 6  0.521  186.1
2013 06 26  0.049 -0.470 7  0.473  168.8
2013 06 27  0.126 -0.404 7  0.423  151.3
2013 06 28  0.197 -0.323 7  0.378  136.1
2013 06 29  0.261 -0.230 8  0.348  126.2
2013 06 30  0.315 -0.128 8  0.340  124.2
2013 07 01  0.356 -0.021 8  0.357  131.0
2013 07 02  0.385  0.088 1  0.395  144.8
2013 07 03  0.400  0.195 1  0.445  162.5
2013 07 04  0.401  0.296 1  0.499  181.3
2013 07 05  0.389  0.387 1  0.549  198.7
2013 07 06  0.364  0.466 2  0.591  213.3
2013 07 07  0.328  0.529 2  0.622  223.8
2013 07 08  0.282  0.573 2  0.639  229.5
2013 07 09  0.230  0.599 2  0.642  229.9
2013 07 10  0.173  0.604 2  0.629  225.0
2013 07 11  0.114  0.590 2  0.601  214.8
2013 07 12  0.056  0.557 2  0.559  199.8
2013 07 13 -0.000  0.506 2  0.506  180.6
2013 07 14 -0.051  0.440 3  0.443  158.2
2013 07 15 -0.095  0.362 3  0.374  133.9
2013 07 16 -0.132  0.275 3  0.305  109.5
2013 07 17 -0.159  0.183 3  0.243   87.7
2013 07 18 -0.178  0.090 4  0.199   72.6
2013 07 19 -0.187 -0.001 5  0.187   68.6
2013 07 20 -0.188 -0.087 5  0.207   75.6
2013 07 21 -0.181 -0.164 5  0.245   88.7
2013 07 22 -0.169 -0.229 6  0.285  102.8
2013 07 23 -0.153 -0.282 6  0.320  115.1
2013 07 24 -0.134 -0.319 6  0.346  124.1
2013 07 25 -0.114 -0.342 6  0.361  129.1
2013 07 26 -0.096 -0.350 6  0.363  129.9
2013 07 27 -0.081 -0.344 6  0.354  126.4
2013 07 28 -0.070 -0.326 6  0.334  119.3
2013 07 29 -0.064 -0.298 6  0.305  109.0
2013 07 30 -0.064 -0.263 6  0.270   96.7
2013 07 31 -0.070 -0.222 6  0.233   83.5
2013 08 01 -0.081 -0.181 6  0.198   71.0
2013 08 02 -0.096 -0.140 6  0.170   61.2
2013 08 03 -0.114 -0.103 5  0.154   55.8
2013 08 04 -0.134 -0.072 5  0.152   55.5
2013 08 05 -0.153 -0.049 5  0.161   58.9
2013 08 06 -0.170 -0.035 5  0.174   63.6
2013 08 07 -0.183 -0.031 5  0.185   67.9
2013 08 08 -0.189 -0.036 5  0.192   70.6
2013 08 09 -0.188 -0.050 5  0.194   71.2
2013 08 10 -0.178 -0.072 5  0.192   70.1
2013 08 11 -0.158 -0.099 5  0.186   67.9
2013 08 12 -0.128 -0.130 6  0.182   66.0
2013 08 13 -0.088 -0.162 6  0.184   66.2
2013 08 14 -0.038 -0.193 6  0.196   70.2
2013 08 15  0.019 -0.219 7  0.220   78.4
2013 08 16  0.083 -0.238 7  0.252   90.3
2013 08 17  0.151 -0.249 7  0.291  104.7
2013 08 18  0.221 -0.248 7  0.332  120.2
2013 08 19  0.290 -0.236 8  0.374  135.8
2013 08 20  0.356 -0.211 8  0.414  150.8
2013 08 21  0.415 -0.173 8  0.450  164.6
2013 08 22  0.466 -0.123 8  0.482  176.7
2013 08 23  0.506 -0.062 8  0.510  187.1
2013 08 24  0.533  0.008 1  0.533  195.7
2013 08 25  0.546  0.085 1  0.552  202.6
2013 08 26  0.543  0.166 1  0.568  208.1
2013 08 27  0.525  0.249 1  0.581  212.3
2013 08 28  0.492  0.331 1  0.593  215.7
2013 08 29  0.444  0.407 1  0.603  218.5
2013 08 30  0.384  0.476 2  0.612  220.9
2013 08 31  0.312  0.536 2  0.620  223.1
2013 09 01  0.232  0.583 2  0.628  225.0
2013 09 02  0.147  0.617 2  0.634  226.6
2013 09 03  0.058  0.635 2  0.638  227.9
2013 09 04 -0.031  0.639 3  0.640  228.6
2013 09 05 -0.118  0.628 3  0.639  228.5
2013 09 06 -0.199  0.603 3  0.635  227.5
2013 09 07 -0.272  0.566 3  0.628  225.4
2013 09 08 -0.336  0.517 3  0.617  222.2
2013 09 09 -0.389  0.460 3  0.602  217.6
2013 09 10 -0.429  0.397 4  0.584  211.8
2013 09 11 -0.456  0.330 4  0.563  204.6
2013 09 12 -0.470  0.261 4  0.538  196.2
2013 09 13 -0.472  0.194 4  0.510  186.6
2013 09 14 -0.463  0.129 4  0.480  175.9
2013 09 15 -0.443  0.069 4  0.448  164.4
2013 09 16 -0.414  0.015 4  0.415  152.1
2013 09 17 -0.379 -0.033 5  0.380  139.5
2013 09 18 -0.338 -0.073 5  0.346  126.8
2013 09 19 -0.294 -0.107 5  0.313  114.5
2013 09 20 -0.248 -0.135 5  0.283  103.2
2013 09 21 -0.203 -0.158 5  0.257   93.3
2013 09 22 -0.158 -0.176 6  0.237   85.6
2013 09 23 -0.115 -0.192 6  0.224   80.5
2013 09 24 -0.076 -0.206 6  0.219   78.5
2013 09 25 -0.040 -0.219 6  0.222   79.5
2013 09 26 -0.007 -0.232 6  0.232   83.0
2013 09 27  0.022 -0.247 7  0.248   88.5
2013 09 28  0.048 -0.262 7  0.267   95.3
2013 09 29  0.071 -0.279 7  0.288  103.1
2013 09 30  0.092 -0.297 7  0.311  111.2
2013 10 01  0.110 -0.314 7  0.333  119.3
2013 10 02  0.127 -0.331 7  0.355  127.1
2013 10 03  0.143 -0.346 7  0.374  134.1
2013 10 04  0.157 -0.357 7  0.390  139.9
2013 10 05  0.170 -0.364 7  0.401  144.1
2013 10 06  0.181 -0.365 7  0.408  146.3
2013 10 07  0.192 -0.360 7  0.407  146.4
2013 10 08  0.200 -0.347 7  0.401  144.0
2013 10 09  0.207 -0.327 7  0.387  139.3
2013 10 10  0.211 -0.300 7  0.367  132.2
2013 10 11  0.213 -0.267 7  0.341  123.1
2013 10 12  0.212 -0.228 7  0.311  112.5
2013 10 13  0.209 -0.185 8  0.279  101.1
2013 10 14  0.203 -0.140 8  0.247   89.7
2013 10 15  0.196 -0.094 8  0.217   79.4
2013 10 16  0.188 -0.050 8  0.194   71.2
2013 10 17  0.179 -0.009 8  0.179   65.9
2013 10 18  0.171  0.026 1  0.173   63.5
2013 10 19  0.165  0.055 1  0.174   63.6
2013 10 20  0.161  0.076 1  0.178   64.9
2013 10 21  0.160  0.089 1  0.183   66.7
2013 10 22  0.163  0.093 1  0.188   68.4
2013 10 23  0.171  0.089 1  0.193   70.3
2013 10 24  0.184  0.078 1  0.199   72.9
2013 10 25  0.201  0.061 1  0.210   76.9
2013 10 26  0.222  0.041 1  0.226   82.8
2013 10 27  0.247  0.018 1  0.247   90.7
2013 10 28  0.273 -0.003 8  0.273  100.2
2013 10 29  0.300 -0.023 8  0.301  110.3
2013 10 30  0.325 -0.037 8  0.327  120.0
2013 10 31  0.347 -0.045 8  0.350  128.3
2013 11 01  0.363 -0.045 8  0.366  134.2
2013 11 02  0.372 -0.037 8  0.374  137.1
2013 11 03  0.371 -0.020 8  0.372  136.5
2013 11 04  0.360  0.005 1  0.360  132.2
2013 11 05  0.337  0.037 1  0.339  124.5
2013 11 06  0.302  0.074 1  0.311  114.0
2013 11 07  0.255  0.115 1  0.279  102.1
2013 11 08  0.196  0.156 1  0.250   90.9
2013 11 09  0.126  0.196 2  0.233   83.9
2013 11 10  0.049  0.230 2  0.235   84.1
2013 11 11 -0.035  0.257 3  0.259   92.7
2013 11 12 -0.122  0.274 3  0.300  107.6
2013 11 13 -0.208  0.279 3  0.348  125.7
2013 11 14 -0.292  0.271 4  0.398  144.3
2013 11 15 -0.368  0.249 4  0.445  161.8
2013 11 16 -0.435  0.214 4  0.484  176.9
2013 11 17 -0.489  0.165 4  0.516  188.8
2013 11 18 -0.527  0.106 4  0.538  197.2
2013 11 19 -0.549  0.038 4  0.550  201.9
2013 11 20 -0.552 -0.036 5  0.553  203.0
2013 11 21 -0.537 -0.111 5  0.548  201.0
2013 11 22 -0.504 -0.186 5  0.537  196.4
2013 11 23 -0.453 -0.255 5  0.520  189.6
2013 11 24 -0.388 -0.314 5  0.500  181.4
2013 11 25 -0.311 -0.362 6  0.477  172.2
2013 11 26 -0.224 -0.393 6  0.452  162.7
2013 11 27 -0.132 -0.407 6  0.427  153.0
2013 11 28 -0.038 -0.400 6  0.402  143.7
2013 11 29  0.053 -0.374 7  0.378  135.0
2013 11 30  0.138 -0.328 7  0.355  127.5
2013 12 01  0.213 -0.262 7  0.338  121.9
2013 12 02  0.274 -0.180 8  0.328  119.3
2013 12 03  0.320 -0.083 8  0.330  121.0
2013 12 04  0.347  0.024 1  0.348  127.7
2013 12 05  0.355  0.139 1  0.381  139.4
2013 12 06  0.343  0.255 1  0.428  155.4
2013 12 07  0.312  0.369 2  0.483  174.6
2013 12 08  0.262  0.477 2  0.544  195.6
2013 12 09  0.196  0.573 2  0.606  217.0
2013 12 10  0.116  0.655 2  0.665  237.7
2013 12 11  0.025  0.719 2  0.719  256.8
2013 12 12 -0.073  0.761 3  0.765  273.2
2013 12 13 -0.173  0.782 3  0.800  286.2
2013 12 14 -0.273  0.778 3  0.825  295.4
2013 12 15 -0.366  0.752 3  0.837  300.4
2013 12 16 -0.451  0.704 3  0.836  301.0
2013 12 17 -0.522  0.636 3  0.823  297.1
2013 12 18 -0.578  0.550 4  0.797  289.0
2013 12 19 -0.614  0.450 4  0.761  276.8
2013 12 20 -0.630  0.341 4  0.716  261.2
2013 12 21 -0.623  0.226 4  0.663  242.6
2013 12 22 -0.595  0.111 4  0.605  221.9
2013 12 23 -0.544 -0.000 5  0.544  199.8
2013 12 24 -0.474 -0.103 5  0.485  177.8
2013 12 25 -0.385 -0.194 5  0.431  157.5
2013 12 26 -0.282 -0.268 5  0.389  140.9
2013 12 27 -0.167 -0.323 6  0.363  130.5
2013 12 28 -0.044 -0.357 6  0.359  128.4
2013 12 29  0.081 -0.368 7  0.377  134.7
2013 12 30  0.203 -0.357 7  0.411  147.7
2013 12 31  0.319 -0.324 7  0.455  164.7
2014 01 01  0.423 -0.272 8  0.503  183.1
2014 01 02  0.511 -0.202 8  0.550  201.1
2014 01 03  0.580 -0.119 8  0.592  216.9
2014 01 04  0.625 -0.028 8  0.625  229.5
2014 01 05  0.645  0.067 1  0.648  237.9
2014 01 06  0.639  0.161 1  0.659  241.4
2014 01 07  0.606  0.248 1  0.655  239.3
2014 01 08  0.547  0.322 1  0.635  231.5
2014 01 09  0.466  0.379 1  0.600  218.0
2014 01 10  0.364  0.414 2  0.551  199.2
2014 01 11  0.245  0.424 2  0.490  176.2
2014 01 12  0.116  0.406 2  0.422  151.1
2014 01 13 -0.019  0.359 3  0.359  128.2
2014 01 14 -0.153  0.282 3  0.321  115.3
2014 01 15 -0.280  0.178 4  0.332  120.9
2014 01 16 -0.395  0.048 4  0.398  146.1
2014 01 17 -0.492 -0.103 5  0.503  184.3
2014 01 18 -0.566 -0.269 5  0.626  228.8
2014 01 19 -0.612 -0.445 5  0.757  275.4
2014 01 20 -0.630 -0.624 5  0.887  321.1
2014 01 21 -0.616 -0.799 6  1.008  363.9
2014 01 22 -0.571 -0.960 6  1.117  402.0
2014 01 23 -0.497 -1.102 6  1.209  433.9
2014 01 24 -0.397 -1.218 6  1.281  458.6
2014 01 25 -0.276 -1.300 6  1.329  475.1
2014 01 26 -0.138 -1.345 6  1.352  482.9
2014 01 27  0.010 -1.348 7  1.348  481.5
2014 01 28  0.161 -1.309 7  1.319  471.1
2014 01 29  0.306 -1.226 7  1.264  452.0
2014 01 30  0.439 -1.102 7  1.186  425.1
2014 01 31  0.552 -0.939 7  1.089  391.8
2014 02 01  0.640 -0.744 7  0.981  354.5
2014 02 02  0.696 -0.522 8  0.870  316.2
2014 02 03  0.717 -0.281 8  0.770  281.8
2014 02 04  0.701 -0.031 8  0.702  257.5
2014 02 05  0.646  0.220 1  0.683  249.9
2014 02 06  0.554  0.462 1  0.722  262.0
2014 02 07  0.428  0.686 2  0.809  291.1
2014 02 08  0.272  0.883 2  0.924  330.8
2014 02 09  0.091  1.046 2  1.050  375.1
2014 02 10 -0.106  1.168 3  1.173  419.1
2014 02 11 -0.312  1.246 3  1.284  459.4
2014 02 12 -0.519  1.275 3  1.377  493.6
2014 02 13 -0.717  1.256 3  1.447  520.1
2014 02 14 -0.898  1.190 3  1.491  537.9
2014 02 15 -1.055  1.079 3  1.509  546.4
2014 02 16 -1.181  0.929 4  1.502  545.8
2014 02 17 -1.270  0.744 4  1.472  536.6
2014 02 18 -1.319  0.534 4  1.423  520.2
2014 02 19 -1.324  0.306 4  1.359  498.2
2014 02 20 -1.287  0.068 4  1.289  473.0
2014 02 21 -1.207 -0.170 5  1.219  447.3
2014 02 22 -1.089 -0.400 5  1.160  424.4
2014 02 23 -0.936 -0.614 5  1.119  407.5
2014 02 24 -0.754 -0.804 6  1.103  398.9
2014 02 25 -0.550 -0.967 6  1.112  399.9
2014 02 26 -0.331 -1.096 6  1.145  409.7
2014 02 27 -0.104 -1.189 6  1.194  426.3
2014 02 28  0.123 -1.245 7  1.251  446.8
2014 03 01  0.342 -1.263 7  1.309  468.3
2014 03 02  0.549 -1.246 7  1.361  488.3
2014 03 03  0.736 -1.195 7  1.404  505.1
2014 03 04  0.900 -1.114 7  1.433  517.3
2014 03 05  1.038 -1.008 8  1.447  524.3
2014 03 06  1.148 -0.882 8  1.447  526.0
2014 03 07  1.229 -0.739 8  1.434  522.5
2014 03 08  1.281 -0.586 8  1.409  514.6
2014 03 09  1.306 -0.426 8  1.374  503.0
2014 03 10  1.307 -0.263 8  1.333  488.9
2014 03 11  1.286 -0.103 8  1.290  473.5
2014 03 12  1.247  0.054 1  1.248  457.9
2014 03 13  1.192  0.204 1  1.209  443.5
2014 03 14  1.126  0.346 1  1.178  431.2
2014 03 15  1.051  0.479 1  1.155  421.8
2014 03 16  0.970  0.602 1  1.141  415.8
2014 03 17  0.885  0.716 1  1.138  413.3
2014 03 18  0.798  0.820 2  1.144  414.3
2014 03 19  0.710  0.915 2  1.159  418.1
2014 03 20  0.622  1.001 2  1.179  424.2
2014 03 21  0.533  1.078 2  1.203  431.8
2014 03 22  0.443  1.146 2  1.228  440.2
2014 03 23  0.352  1.203 2  1.254  448.6
2014 03 24  0.258  1.250 2  1.277  456.4
2014 03 25  0.162  1.285 2  1.295  462.7
2014 03 26  0.062  1.307 2  1.308  467.1
2014 03 27 -0.042  1.313 3  1.314  469.1
2014 03 28 -0.149  1.303 3  1.311  468.3
2014 03 29 -0.258  1.274 3  1.300  464.6
2014 03 30 -0.370  1.225 3  1.279  458.0
2014 03 31 -0.482  1.155 3  1.251  448.7
2014 04 01 -0.592  1.063 3  1.216  437.3
2014 04 02 -0.697  0.949 3  1.177  424.6
2014 04 03 -0.795  0.814 3  1.138  411.8
2014 04 04 -0.884  0.658 4  1.102  400.5
2014 04 05 -0.959  0.484 4  1.074  392.2
2014 04 06 -1.019  0.294 4  1.061  388.5
2014 04 07 -1.061  0.092 4  1.065  390.8
2014 04 08 -1.082 -0.117 5  1.089  399.5
2014 04 09 -1.082 -0.330 5  1.132  414.3
2014 04 10 -1.059 -0.542 5  1.190  434.3
2014 04 11 -1.014 -0.746 5  1.258  457.5
2014 04 12 -0.945 -0.938 5  1.332  482.3
2014 04 13 -0.856 -1.113 6  1.404  506.6
2014 04 14 -0.748 -1.265 6  1.470  528.7
2014 04 15 -0.623 -1.391 6  1.525  547.0
2014 04 16 -0.485 -1.487 6  1.564  560.1
2014 04 17 -0.337 -1.550 6  1.586  567.1
2014 04 18 -0.184 -1.577 6  1.588  567.3
2014 04 19 -0.029 -1.569 6  1.569  560.4
2014 04 20  0.123 -1.525 7  1.530  546.4
2014 04 21  0.268 -1.446 7  1.470  525.5
2014 04 22  0.402 -1.334 7  1.393  498.7
2014 04 23  0.522 -1.193 7  1.302  467.0
2014 04 24  0.625 -1.025 7  1.201  432.0
2014 04 25  0.708 -0.837 7  1.096  396.1
2014 04 26  0.770 -0.633 8  0.996  361.8
2014 04 27  0.809 -0.418 8  0.911  332.4
2014 04 28  0.826 -0.198 8  0.849  311.2
2014 04 29  0.819  0.020 1  0.819  300.8
2014 04 30  0.791  0.231 1  0.824  301.8
2014 05 01  0.743  0.430 1  0.858  312.8
2014 05 02  0.676  0.611 1  0.911  330.4
2014 05 03  0.594  0.770 2  0.973  351.0
2014 05 04  0.499  0.904 2  1.033  371.2
2014 05 05  0.395  1.009 2  1.084  388.5
2014 05 06  0.285  1.084 2  1.121  400.9
2014 05 07  0.173  1.127 2  1.140  407.3
2014 05 08  0.062  1.138 2  1.139  406.9
2014 05 09 -0.044  1.117 3  1.118  399.3
2014 05 10 -0.141  1.068 3  1.077  384.8
2014 05 11 -0.228  0.991 3  1.017  363.7
2014 05 12 -0.301  0.891 3  0.941  336.8
2014 05 13 -0.358  0.771 3  0.850  305.1
2014 05 14 -0.398  0.636 3  0.750  269.9
2014 05 15 -0.420  0.489 3  0.645  233.0
2014 05 16 -0.423  0.338 4  0.541  196.4
2014 05 17 -0.407  0.185 4  0.447  163.3
2014 05 18 -0.373  0.037 4  0.375  137.6
2014 05 19 -0.323 -0.102 5  0.339  124.2
2014 05 20 -0.259 -0.228 5  0.345  125.3
2014 05 21 -0.183 -0.337 6  0.384  137.8
2014 05 22 -0.098 -0.426 6  0.437  156.2
2014 05 23 -0.008 -0.492 6  0.492  175.7
2014 05 24  0.085 -0.534 7  0.541  193.3
2014 05 25  0.177 -0.552 7  0.580  207.5
2014 05 26  0.263 -0.545 7  0.606  217.4
2014 05 27  0.342 -0.515 7  0.618  222.7
2014 05 28  0.409 -0.463 7  0.618  223.5
2014 05 29  0.462 -0.393 8  0.607  220.1
2014 05 30  0.499 -0.306 8  0.585  213.3
2014 05 31  0.517 -0.208 8  0.557  203.9
2014 06 01  0.517 -0.101 8  0.526  193.0
2014 06 02  0.497  0.010 1  0.497  182.3
2014 06 03  0.457  0.120 1  0.473  173.2
2014 06 04  0.400  0.225 1  0.459  167.3
2014 06 05  0.326  0.321 1  0.458  165.9
2014 06 06  0.239  0.406 2  0.471  169.4
2014 06 07  0.141  0.475 2  0.495  177.2
2014 06 08  0.035  0.526 2  0.527  188.3
2014 06 09 -0.075  0.558 3  0.563  201.0
2014 06 10 -0.184  0.569 3  0.598  214.1
2014 06 11 -0.289  0.560 3  0.630  226.3
2014 06 12 -0.387  0.530 3  0.656  236.7
2014 06 13 -0.473  0.482 3  0.675  244.5
2014 06 14 -0.545  0.417 4  0.686  249.5
2014 06 15 -0.600  0.339 4  0.689  251.3
2014 06 16 -0.636  0.249 4  0.683  250.0
2014 06 17 -0.653  0.153 4  0.670  245.7
2014 06 18 -0.649  0.053 4  0.651  239.0
2014 06 19 -0.626 -0.047 5  0.628  230.3
2014 06 20 -0.584 -0.142 5  0.601  220.3
